Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Vie,2023-06-23,20:00:00,Alianza Lima,2–0,Atlético Grau,Ganó Local,Estadio Nacional,Roberto Pérez,2,0,0
Dom,2023-06-25,13:00:00,Alianza Atlético,1–2,Sport Boys,Ganó Visitante,Estadio Campeones del 36,Sebastián Lozano,1,2,2
Dom,2023-06-25,15:30:00,Unión Comercio,1–3,Dep Municipal,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Jordy Espinoza,1,3,2
Sáb,2023-06-24,20:00:00,Mannucci,0–1,Deportivo Garcilaso,Ganó Visitante,Estadio Mansiche,Edwin Ordóñez,0,1,2
Lun,2023-06-26,15:30:00,Cusco,2–1,UTC,Ganó Local,Estadio Inca Garcilaso de la Vega,Daniel Ureta,2,1,0
Vie,2023-06-30,15:30:00,UTC,0–0,Sport Huancayo,Empate,Estadio Héroes de San Ramón,Micke Palomino,0,0,1
Sáb,2023-07-01,15:30:00,ADT Tarma,2–0,Binacional,Ganó Local,Estadio Municipal Unión de Tarma,Jesús Cartagena,2,0,0
Sáb,2023-07-01,18:00:00,Deportivo Garcilaso,2–2,Melgar,Empate,Estadio Inca Garcilaso de la Vega,Jordy Espinoza,2,2,1
Dom,2023-07-02,13:00:00,Sporting Cristal,3–0,Unión Comercio,Ganó Local,Estadio Alberto Gallardo,Pablo López,3,0,0
Dom,2023-07-02,15:30:00,Atlético Grau,0–2,Mannucci,Ganó Visitante,Estadio Municipal Bernales,Fernando Legario,0,2,2
Sáb,2023-07-01,20:30:00,Dep Municipal,0–1,Alianza Lima,Ganó Visitante,Estadio Nacional,Kevin Ortega,0,1,2
Lun,2023-07-03,18:00:00,U César Vallejo,0–3,Cienciano,Ganó Visitante,Estadio Mansiche,Diego Haro,0,3,2
Mar,2023-07-04,15:30:00,Sport Boys,0–1,Cantolao,Ganó Visitante,Estadio Alberto Gallardo,Michael Espinoza,0,1,2
Lun,2023-07-03,20:30:00,Universitario,2–0,Alianza Atlético,Ganó Local,Estadio Monumental,Joel Alarcón,2,0,0
Vie,2023-07-07,15:00:00,Melgar,3–0,Atlético Grau,Ganó Local,Estadio de la Universidad Nacional San A...,Kevin Ortega,3,0,0
Sáb,2023-07-08,13:00:00,Alianza Atlético,0–1,U César Vallejo,Ganó Visitante,Estadio Campeones del 36,Jesús Cartagena,0,1,2
Sáb,2023-07-08,15:30:00,Cienciano,2–2,UTC,Empate,Estadio Inca Garcilaso de la Vega,Sebastián Lozano,2,2,1
Vie,2023-07-07,20:00:00,Cantolao,1–4,Universitario,Ganó Visitante,Estadio Nacional,Daniel Ureta,1,4,2
Dom,2023-07-09,13:00:00,Unión Comercio,0–1,Sport Boys,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Alejandro Villanueva,0,1,2
Dom,2023-07-09,15:30:00,Mannucci,0–0,Dep Municipal,Empate,Estadio Mansiche,Augusto Menéndez,0,0,1
Sáb,2023-07-08,19:00:00,Alianza Lima,0–0,Sporting Cristal,Empate,Estadio Alejandro Villanueva,Joel Alarcón,0,0,1
Lun,2023-07-10,15:15:00,Sport Huancayo,3–1,Cusco,Ganó Local,Estadio Huancayo,Diego Haro,3,1,0
Dom,2023-07-09,19:30:00,Binacional,1–5,Deportivo Garcilaso,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,1,5,2
Vie,2023-07-14,15:30:00,UTC,1–1,Alianza Atlético,Empate,Estadio Héroes de San Ramón,Jordy Espinoza,1,1,1
Sáb,2023-07-15,13:00:00,Deportivo Garcilaso,1–2,ADT Tarma,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,1,2,2
Sáb,2023-07-15,15:15:00,Sporting Cristal,3–2,Mannucci,Ganó Local,Estadio Alberto Gallardo,Michael Espinoza,3,2,0
Vie,2023-07-14,21:00:00,Universitario,2–0,Unión Comercio,Ganó Local,Estadio Monumental,Fernando Legario,2,0,0
Dom,2023-07-16,13:00:00,Atlético Grau,2–1,Binacional,Ganó Local,Estadio Municipal Bernales,Micke Palomino,2,1,0
Dom,2023-07-16,15:00:00,Sport Boys,1–0,Alianza Lima,Ganó Local,Estadio Nacional,Diego Haro,1,0,0
Dom,2023-07-16,17:00:00,Cusco,0–0,Cienciano,Empate,Estadio Inca Garcilaso de la Vega,Augusto Menéndez,0,0,1
Sáb,2023-07-15,19:00:00,U César Vallejo,2–1,Cantolao,Ganó Local,Estadio Mansiche,Kevin Ortega,2,1,0
Lun,2023-07-17,15:00:00,Dep Municipal,0–1,Melgar,Ganó Visitante,Estadio Iván Elías Moreno,Joel Alarcón,0,1,2
Vie,2023-07-21,13:00:00,Unión Comercio,1–4,U César Vallejo,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Joel Alarcón,1,4,2
Sáb,2023-07-22,13:00:00,Alianza Atlético,2–0,Cusco,Ganó Local,Estadio Campeones del 36,Julio Quiróz,2,0,0
Vie,2023-07-21,19:45:00,Cienciano,1–0,Sport Huancayo,Ganó Local,Estadio Inca Garcilaso de la Vega,Jordy Espinoza,1,0,0
Dom,2023-07-23,13:00:00,Cantolao,2–0,UTC,Ganó Local,Estadio Municipal Segundo Aranda Torres,Micke Palomino,2,0,0
Dom,2023-07-23,15:00:00,Mannucci,0–0,Sport Boys,Empate,Estadio Mansiche,Sebastián Lozano,0,0,1
Dom,2023-07-23,15:30:00,ADT Tarma,1–0,Atlético Grau,Ganó Local,Estadio Municipal Unión de Tarma,Jonathan Zamora,1,0,0
Dom,2023-07-23,15:30:00,Melgar,1–1,Sporting Cristal,Empate,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,1,1,1
Sáb,2023-07-22,20:30:00,Alianza Lima,0–0,Universitario,Empate,Estadio Alejandro Villanueva,Roberto Pérez,0,0,1
Lun,2023-07-24,13:00:00,Binacional,4–1,Dep Municipal,Ganó Local,Estadio Guillermo Briceño Rosamedina,Kevin Ortega,4,1,0
Jue,2023-07-27,15:00:00,Sporting Cristal,5–0,Binacional,Ganó Local,Estadio Alberto Gallardo,Sebastián Lozano,5,0,0
Vie,2023-07-28,15:00:00,Cusco,3–0,Cantolao,Ganó Local,Estadio Inca Garcilaso de la Vega,Michael Espinoza,3,0,0
Sáb,2023-07-29,15:15:00,UTC,1–1,Unión Comercio,Empate,Estadio Héroes de San Ramón,Robin Segura Tuanama,1,1,1
Dom,2023-07-30,13:00:00,Atlético Grau,1–1,Deportivo Garcilaso,Empate,Estadio Municipal Bernales,Alejandro Villanueva,1,1,1
Sáb,2023-07-29,20:30:00,U César Vallejo,1–1,Alianza Lima,Empate,Estadio Mansiche,Edwin Ordóñez,1,1,1
Lun,2023-07-31,13:00:00,Sport Boys,0–2,Melgar,Ganó Visitante,Estadio Iván Elías Moreno,Roberto Pérez,0,2,2
Lun,2023-07-31,15:15:00,Sport Huancayo,2–0,Alianza Atlético,Ganó Local,Estadio Huancayo,Micke Palomino,2,0,0
Mar,2023-08-01,15:00:00,Dep Municipal,1–2,ADT Tarma,Ganó Visitante,Estadio Iván Elías Moreno,Jordy Espinoza,1,2,2
Lun,2023-07-31,20:30:00,Universitario,3–0,Mannucci,Ganó Local,Estadio Monumental,Diego Haro,3,0,0
Vie,2023-08-04,13:00:00,Unión Comercio,2–1,Cusco,Ganó Local,Estadio Municipal Carlos Vidaurre García,Diego Haro,2,1,0
Sáb,2023-08-05,15:15:00,Binacional,4–0,Sport Boys,Ganó Local,Estadio Guillermo Briceño Rosamedina,Augusto Menéndez,4,0,0
Dom,2023-08-06,13:00:00,Alianza Atlético,2–1,Cienciano,Ganó Local,Estadio Campeones del 36,Joel Alarcón,2,1,0
Dom,2023-08-06,15:00:00,Mannucci,2–1,U César Vallejo,Ganó Local,Estadio Mansiche,Roberto Pérez,2,1,0
Dom,2023-08-06,15:15:00,ADT Tarma,1–1,Sporting Cristal,Empate,Estadio Municipal Unión de Tarma,Daniel Ureta,1,1,1
Dom,2023-08-06,18:00:00,Melgar,0–1,Universitario,Ganó Visitante,Estadio de la Universidad Nacional San A...,Kevin Ortega,0,1,2
Sáb,2023-08-05,20:00:00,Alianza Lima,1–0,UTC,Ganó Local,Estadio Alejandro Villanueva,Jordy Espinoza,1,0,0
Lun,2023-08-07,13:00:00,Cantolao,1–1,Sport Huancayo,Empate,Estadio Miguel Grau del Callao,Jesús Cartagena,1,1,1
Lun,2023-08-07,15:15:00,Deportivo Garcilaso,5–2,Dep Municipal,Ganó Local,Estadio Inca Garcilaso de la Vega,Michael Espinoza,5,2,0
Vie,2023-08-11,13:00:00,Sport Huancayo,1–1,Unión Comercio,Empate,Estadio Huancayo,Pablo López,1,1,1
Vie,2023-08-11,15:15:00,UTC,2–0,Mannucci,Ganó Local,Estadio Héroes de San Ramón,Jesús Cartagena,2,0,0
Sáb,2023-08-12,13:00:00,Sport Boys,1–1,ADT Tarma,Empate,Estadio Iván Elías Moreno,Fernando Legario,1,1,1
Sáb,2023-08-12,15:15:00,Cienciano,1–0,Cantolao,Ganó Local,Estadio Inca Garcilaso de la Vega,Hibert Villegas,1,0,0
Vie,2023-08-11,20:00:00,U César Vallejo,1–2,Melgar,Ganó Visitante,Estadio Mansiche,Michael Espinoza,1,2,2
Dom,2023-08-13,13:00:00,Sporting Cristal,3–0,Deportivo Garcilaso,Ganó Local,Estadio Alberto Gallardo,Diego Haro,3,0,0
Dom,2023-08-13,15:15:00,Cusco,1–1,Alianza Lima,Empate,Estadio Inca Garcilaso de la Vega,Joel Alarcón,1,1,1
Sáb,2023-08-12,19:00:00,Universitario,1–0,Binacional,Ganó Local,Estadio Monumental,Roberto Pérez,1,0,0
Lun,2023-08-14,13:00:00,Dep Municipal,0–0,Atlético Grau,Empate,Estadio Iván Elías Moreno,,0,0,1
Mar,2023-08-15,13:00:00,Unión Comercio,2–0,Cienciano,Ganó Local,Estadio Municipal Carlos Vidaurre García,Jordy Espinoza,2,0,0
Mar,2023-08-15,15:15:00,Cantolao,1–0,Alianza Atlético,Ganó Local,Estadio Municipal Segundo Aranda Torres,Michael Espinoza,1,0,0
Mar,2023-08-15,18:00:00,Melgar,1–1,UTC,Empate,Estadio de la Universidad Nacional San A...,Sebastián Lozano,1,1,1
Mié,2023-08-16,15:15:00,ADT Tarma,2–0,Universitario,Ganó Local,Estadio Municipal Unión de Tarma,Joel Alarcón,2,0,0
Mié,2023-08-16,17:30:00,Mannucci,0–0,Cusco,Empate,Estadio Mansiche,Edwin Ordóñez,0,0,1
Mié,2023-08-16,18:00:00,Deportivo Garcilaso,3–0,Sport Boys,Ganó Local,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,3,0,0
Jue,2023-08-17,15:15:00,Binacional,1–0,U César Vallejo,Ganó Local,Estadio Guillermo Briceño Rosamedina,Micke Palomino,1,0,0
Jue,2023-08-17,15:15:00,Atlético Grau,2–3,Sporting Cristal,Ganó Visitante,Estadio Municipal Bernales,Roberto Pérez,2,3,2
Mié,2023-08-16,20:30:00,Alianza Lima,1–0,Sport Huancayo,Ganó Local,Estadio Alejandro Villanueva,Augusto Menéndez,1,0,0
Sáb,2023-08-19,13:00:00,Alianza Atlético,2–2,Unión Comercio,Empate,Estadio Campeones del 36,Daniel Ureta,2,2,1
Sáb,2023-08-19,15:30:00,Cusco,1–1,Melgar,Empate,Estadio Inca Garcilaso de la Vega,Roberto Pérez,1,1,1
Sáb,2023-08-19,17:45:00,Sport Huancayo,3–1,Mannucci,Ganó Local,Estadio Huancayo,Diego Haro,3,1,0
Dom,2023-08-20,15:30:00,Sporting Cristal,1–0,Dep Municipal,Ganó Local,Estadio Alberto Gallardo,Sebastián Lozano,1,0,0
Dom,2023-08-20,18:00:00,Cienciano,0–0,Alianza Lima,Empate,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,0,0,1
Sáb,2023-08-19,19:30:00,Universitario,1–1,Deportivo Garcilaso,Empate,Estadio Monumental,Michael Espinoza,1,1,1
Lun,2023-08-21,13:00:00,Sport Boys,1–1,Atlético Grau,Empate,Estadio Iván Elías Moreno,Edwin Ordóñez,1,1,1
Lun,2023-08-21,15:15:00,UTC,3–2,Binacional,Ganó Local,Estadio Héroes de San Ramón,Joel Alarcón,3,2,0
Lun,2023-08-21,18:00:00,U César Vallejo,1–1,ADT Tarma,Empate,Estadio Mansiche,Augusto Menéndez,1,1,1
Sáb,2023-08-26,13:00:00,Unión Comercio,2–1,Cantolao,Ganó Local,Estadio Municipal Carlos Vidaurre García,Joel Alarcón,2,1,0
Sáb,2023-08-26,15:00:00,Mannucci,2–0,Cienciano,Ganó Local,Estadio Mansiche,Italo Gonzáles,2,0,0
Sáb,2023-08-26,18:00:00,Binacional,2–0,Cusco,Ganó Local,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,2,0,0
Dom,2023-08-27,13:00:00,Atlético Grau,2–2,Universitario,Empate,Estadio Municipal Bernales,Diego Haro,2,2,1
Dom,2023-08-27,15:00:00,Dep Municipal,0–3,Sport Boys,Ganó Visitante,Estadio Iván Elías Moreno,Kevin Ortega,0,3,2
Dom,2023-08-27,15:30:00,Melgar,1–3,Sport Huancayo,Ganó Visitante,Estadio de la Universidad Nacional San A...,Jesús Cartagena,1,3,2
Sáb,2023-08-26,20:30:00,Alianza Lima,1–0,Alianza Atlético,Ganó Local,Estadio Alejandro Villanueva,Micke Palomino,1,0,0
Lun,2023-08-28,13:00:00,ADT Tarma,0–0,UTC,Empate,Estadio Municipal Unión de Tarma,Michael Espinoza,0,0,1
Lun,2023-08-28,15:15:00,Deportivo Garcilaso,1–0,U César Vallejo,Ganó Local,Estadio Inca Garcilaso de la Vega,Roberto Pérez,1,0,0
Sáb,2023-09-02,13:00:00,Alianza Atlético,1–1,Mannucci,Empate,Estadio Campeones del 36,Alejandro Villanueva,1,1,1
Sáb,2023-09-02,15:15:00,Cusco,1–0,ADT Tarma,Ganó Local,Estadio Inca Garcilaso de la Vega,Kevin Ortega,1,0,0
Dom,2023-09-03,13:00:00,Sport Huancayo,3–1,Binacional,Ganó Local,Estadio Huancayo,Joel Alarcón,3,1,0
Dom,2023-09-03,15:15:00,UTC,0–0,Deportivo Garcilaso,Empate,Estadio Héroes de San Ramón,Diego Haro,0,0,1
Lun,2023-09-04,15:15:00,U César Vallejo,5–0,Atlético Grau,Ganó Local,Estadio Mansiche,Michael Espinoza,5,0,0
Sáb,2023-09-09,15:00:00,Cantolao,0–2,Alianza Lima,Ganó Visitante,Estadio Iván Elías Moreno,Jesús Cartagena,0,2,2
Dom,2023-09-10,15:00:00,Sport Boys,1–1,Sporting Cristal,Empate,Estadio Miguel Grau del Callao,Joel Alarcón,1,1,1
Sáb,2023-09-09,19:00:00,Cienciano,0–1,Melgar,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Diego Haro,0,1,2
Dom,2023-09-10,19:00:00,Universitario,1–0,Dep Municipal,Ganó Local,Estadio Monumental,Roberto Pérez,1,0,0
Vie,2023-09-15,13:00:00,Atlético Grau,4–2,UTC,Ganó Local,Estadio Municipal Bernales,Joel Alarcón,4,2,0
Vie,2023-09-15,15:00:00,Mannucci,1–2,Cantolao,Ganó Visitante,Estadio Mansiche,Jonathan Zamora,1,2,2
Vie,2023-09-15,15:20:00,Melgar,4–0,Alianza Atlético,Ganó Local,Estadio de la Universidad Nacional San A...,Michael Espinoza,4,0,0
Sáb,2023-09-16,13:00:00,Dep Municipal,0–3,U César Vallejo,Ganó Visitante,Estadio Iván Elías Moreno,Diego Haro,0,3,2
Sáb,2023-09-16,16:00:00,Deportivo Garcilaso,2–1,Cusco,Ganó Local,Estadio Inca Garcilaso de la Vega,Jordy Espinoza,2,1,0
Vie,2023-09-15,19:00:00,Binacional,2–2,Cienciano,Empate,Estadio Guillermo Briceño Rosamedina,Jesús Cartagena,2,2,1
Dom,2023-09-17,15:00:00,ADT Tarma,2–1,Sport Huancayo,Ganó Local,Estadio Municipal Unión de Tarma,Roberto Pérez,2,1,0
Dom,2023-09-17,18:30:00,Alianza Lima,3–1,Unión Comercio,Ganó Local,Estadio Alejandro Villanueva,Augusto Menéndez,3,1,0
Sáb,2023-09-16,20:30:00,Sporting Cristal,0–0,Universitario,Empate,Estadio Nacional,Kevin Ortega,0,0,1
Mar,2023-09-19,13:00:00,Alianza Atlético,1–0,Binacional,Ganó Local,Estadio Campeones del 36,Joel Alarcón,1,0,0
Mar,2023-09-19,15:20:00,Cantolao,0–1,Melgar,Ganó Visitante,Estadio Municipal Segundo Aranda Torres,Kevin Ortega,0,1,2
Mié,2023-09-20,13:00:00,Unión Comercio,0–0,Mannucci,Empate,Estadio Municipal Carlos Vidaurre García,Jordy Espinoza,0,0,1
Mié,2023-09-20,15:30:00,UTC,5–1,Dep Municipal,Ganó Local,Estadio Héroes de San Ramón,Augusto Menéndez,5,1,0
Mié,2023-09-20,18:30:00,Cienciano,2–2,ADT Tarma,Empate,Estadio Inca Garcilaso de la Vega,Michael Espinoza,2,2,1
Jue,2023-09-21,13:00:00,Sport Huancayo,0–0,Deportivo Garcilaso,Empate,Estadio Huancayo,Micke Palomino,0,0,1
Jue,2023-09-21,15:20:00,Cusco,0–0,Atlético Grau,Empate,Estadio Inca Garcilaso de la Vega,Jonathan Zamora,0,0,1
Mié,2023-09-20,20:30:00,Universitario,3–0,Sport Boys,Ganó Local,Estadio Monumental,Edwin Ordóñez,3,0,0
Jue,2023-09-21,20:00:00,U César Vallejo,0–1,Sporting Cristal,Ganó Visitante,Estadio Mansiche,Roberto Pérez,0,1,2
Sáb,2023-09-23,15:00:00,Binacional,1–0,Cantolao,Ganó Local,Estadio Guillermo Briceño Rosamedina,Micke Palomino,1,0,0
Dom,2023-09-24,13:00:00,ADT Tarma,1–0,Alianza Atlético,Ganó Local,Estadio Municipal Unión de Tarma,Augusto Menéndez,1,0,0
Dom,2023-09-24,15:00:00,Sport Boys,0–2,U César Vallejo,Ganó Visitante,Estadio Miguel Grau del Callao,Jordy Espinoza,0,2,2
Dom,2023-09-24,15:15:00,Melgar,3–1,Unión Comercio,Ganó Local,Estadio de la Universidad Nacional San A...,Jesús Cartagena,3,1,0
Dom,2023-09-24,17:15:00,Mannucci,1–2,Alianza Lima,Ganó Visitante,Estadio Mansiche,Roberto Pérez,1,2,2
Lun,2023-09-25,13:00:00,Dep Municipal,2–0,Cusco,Ganó Local,Estadio Iván Elías Moreno,Fernando Legario,2,0,0
Lun,2023-09-25,15:00:00,Atlético Grau,0–0,Sport Huancayo,Empate,Estadio Municipal Bernales,Edwin Ordóñez,0,0,1
Dom,2023-09-24,19:30:00,Deportivo Garcilaso,0–3,Cienciano,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Joel Alarcón,0,3,2
Lun,2023-09-25,20:00:00,Sporting Cristal,1–1,UTC,Empate,Estadio Nacional,Michael Espinoza,1,1,1
Jue,2023-09-28,13:00:00,Unión Comercio,2–2,Binacional,Empate,Estadio Municipal Carlos Vidaurre García,Alejandro Villanueva,2,2,1
Jue,2023-09-28,18:00:00,U César Vallejo,0–1,Universitario,Ganó Visitante,Estadio Mansiche,Jesús Cartagena,0,1,2
Vie,2023-09-29,15:00:00,Sport Huancayo,2–0,Dep Municipal,Ganó Local,Estadio Huancayo,Augusto Menéndez,2,0,0
Vie,2023-09-29,15:00:00,UTC,1–1,Sport Boys,Empate,Estadio Héroes de San Ramón,Micke Palomino,1,1,1
Vie,2023-09-29,18:00:00,Cusco,4–1,Sporting Cristal,Ganó Local,Estadio Inca Garcilaso de la Vega,Joel Alarcón,4,1,0
Jue,2023-09-28,20:30:00,Alianza Lima,0–0,Melgar,Empate,Estadio Alejandro Villanueva,Diego Haro,0,0,1
Sáb,2023-09-30,15:00:00,Cienciano,2–0,Atlético Grau,Ganó Local,Estadio Inca Garcilaso de la Vega,Roberto Pérez,2,0,0
Dom,2023-10-01,13:00:00,Alianza Atlético,2–0,Deportivo Garcilaso,Ganó Local,Estadio Campeones del 36,Edwin Ordóñez,2,0,0
Dom,2023-10-01,15:20:00,Cantolao,0–1,ADT Tarma,Ganó Visitante,Estadio Iván Elías Moreno,Michael Espinoza,0,1,2
Mar,2023-10-03,15:00:00,Sporting Cristal,2–0,Sport Huancayo,Ganó Local,Estadio Alberto Gallardo,Daniel Ureta,2,0,0
Mar,2023-10-03,15:15:00,Sport Boys,2–1,Cusco,Ganó Local,Estadio Miguel Grau del Callao,Michael Espinoza,2,1,0
Mar,2023-10-03,18:00:00,Melgar,2–1,Mannucci,Ganó Local,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,2,1,0
Lun,2023-10-02,20:30:00,Universitario,3–0,UTC,Ganó Local,Estadio Monumental,Roberto Pérez,3,0,0
Mar,2023-10-03,20:30:00,Binacional,1–2,Alianza Lima,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Jordy Espinoza,1,2,2
Sáb,2023-10-07,13:00:00,Dep Municipal,4–1,Cienciano,Ganó Local,Estadio Iván Elías Moreno,Fernando Legario,4,1,0
Sáb,2023-10-07,15:00:00,Deportivo Garcilaso,0–0,Cantolao,Empate,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,0,0,1
Dom,2023-10-08,13:00:00,Atlético Grau,1–1,Alianza Atlético,Empate,Estadio Municipal Bernales,Joel Alarcón,1,1,1
Dom,2023-10-08,15:20:00,ADT Tarma,3–0,Unión Comercio,Ganó Local,Estadio Municipal Unión de Tarma,Edwin Ordóñez,3,0,0
Vie,2023-10-20,15:00:00,UTC,1–1,U César Vallejo,Empate,Estadio Héroes de San Ramón,Michael Espinoza,1,1,1
Sáb,2023-10-21,13:00:00,Alianza Atlético,1–2,Dep Municipal,Ganó Visitante,Estadio Campeones del 36,Jonathan Zamora,1,2,2
Sáb,2023-10-21,16:00:00,Alianza Lima,0–0,ADT Tarma,Empate,Estadio Alejandro Villanueva,Roberto Pérez,0,0,1
Dom,2023-10-22,15:00:00,Unión Comercio,1–2,Deportivo Garcilaso,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Daniel Ureta,1,2,2
Dom,2023-10-22,15:00:00,Mannucci,3–2,Binacional,Ganó Local,Estadio Mansiche,Joel Alarcón,3,2,0
Dom,2023-10-22,15:00:00,Sport Huancayo,1–0,Sport Boys,Ganó Local,Estadio Huancayo,Jordy Espinoza,1,0,0
Sáb,2023-10-21,20:00:00,Cusco,1–1,Universitario,Empate,Estadio Inca Garcilaso de la Vega,Diego Haro,1,1,1
Lun,2023-10-23,13:00:00,Cantolao,0–4,Atlético Grau,Ganó Visitante,Estadio Iván Elías Moreno,Fernando Legario,0,4,2
Dom,2023-10-22,20:00:00,Cienciano,1–0,Sporting Cristal,Ganó Local,Estadio Inca Garcilaso de la Vega,Kevin Ortega,1,0,0
Sáb,2023-10-28,15:15:00,Sport Boys,2–1,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,Daniel Ureta,2,1,0
Sáb,2023-10-28,15:15:00,U César Vallejo,3–1,Cusco,Ganó Local,Estadio Mansiche,Kevin Ortega,3,1,0
Sáb,2023-10-28,15:15:00,Dep Municipal,1–2,Cantolao,Ganó Visitante,Estadio Iván Elías Moreno,Pablo López,1,2,2
Dom,2023-10-29,15:00:00,Universitario,2–0,Sport Huancayo,Ganó Local,Estadio Monumental,Roberto Pérez,2,0,0
Dom,2023-10-29,15:00:00,Deportivo Garcilaso,0–1,Alianza Lima,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Diego Haro,0,1,2
Dom,2023-10-29,15:00:00,ADT Tarma,0–0,Mannucci,Empate,Estadio Municipal Unión de Tarma,Jordy Espinoza,0,0,1
Dom,2023-10-29,15:00:00,Atlético Grau,0–1,Unión Comercio,Ganó Visitante,Estadio Municipal Bernales,Micke Palomino,0,1,2
Dom,2023-10-29,15:00:00,Sporting Cristal,3–0,Alianza Atlético,Ganó Local,Estadio Alberto Gallardo,Fernando Legario,3,0,0
Dom,2023-10-29,15:00:00,Binacional,1–2,Melgar,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,1,2,2
Sáb,2023-11-04,20:00:00,Universitario,1–1,Alianza Lima,Empate,Estadio Monumental,Kevin Ortega,1,1,1
Mié,2023-11-08,20:00:00,Alianza Lima,0–2,Universitario,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,2,2
Vie,2022-02-04,13:15:00,U César Vallejo,0–0,Cienciano,Empate,Villa Deportiva Nacional,Wilfredo Blas,0,0,1
Vie,2022-02-04,15:30:00,UTC,2–1,Sport Boys,Ganó Local,Estadio Héroes de San Ramón,Kevin Ortega,2,1,0
Sáb,2022-02-05,13:15:00,Dep Municipal,3–2,Ayacucho,Ganó Local,Estadio Iván Elías Moreno,Joel Alarcón,3,2,0
Sáb,2022-02-05,15:30:00,Sport Huancayo,1–0,Sporting Cristal,Ganó Local,Estadio Huancayo,Roberto Pérez,1,0,0
Vie,2022-02-04,19:00:00,Alianza Lima,1–1,Atlético Grau,Empate,Estadio Alejandro Villanueva,Michael Espinoza,1,1,1
Dom,2022-02-06,13:15:00,Carlos Stein,0–0,ADT Tarma,Empate,Estadio César Flores Marigorda,David Huaman,0,0,1
Dom,2022-02-06,15:30:00,Cantolao,0–3,Universitario,Ganó Visitante,Estadio Miguel Grau del Callao,Jesús Cartagena,0,3,2
Sáb,2022-02-05,19:00:00,Melgar,1–0,Mannucci,Ganó Local,Estadio de la Universidad Nacional San A...,Fernando Legario,1,0,0
Sáb,2022-02-12,13:15:00,Alianza Atlético,1–0,UTC,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Micke Palomino,1,0,0
Sáb,2022-02-12,15:00:00,ADT Tarma,0–0,U César Vallejo,Empate,Estadio Huancayo,Jordi Espinoza,0,0,1
Sáb,2022-02-12,15:30:00,Ayacucho,2–1,Carlos Stein,Ganó Local,Estadio Ciudad de Cumaná,Jesús Cartagena,2,1,0
Vie,2022-02-11,19:00:00,Universitario,3–0,USMP,Ganó Local,Estadio Monumental,Kevin Ortega,3,0,0
Dom,2022-02-13,13:15:00,Sporting Cristal,2–2,Melgar,Empate,Estadio Alberto Gallardo,Michael Espinoza,2,2,1
Dom,2022-02-13,13:30:00,Atlético Grau,3–4,Sport Huancayo,Ganó Visitante,Estadio Municipal Bernales,Joel Alarcón,3,4,2
Dom,2022-02-13,15:30:00,Sport Boys,0–0,Alianza Lima,Empate,Estadio Miguel Grau del Callao,Roberto Pérez,0,0,1
Sáb,2022-02-12,19:00:00,Cienciano,4–2,Dep Municipal,Ganó Local,Estadio Inca Garcilaso de la Vega,Fernando Legario,4,2,0
Lun,2022-02-14,19:00:00,Binacional,5–0,Cantolao,Ganó Local,Estadio Guillermo Briceño Rosamedina,Gean Pierre Barbagelatta,5,0,0
Sáb,2022-02-19,11:30:00,Carlos Stein,2–1,Universitario,Ganó Local,Estadio César Flores Marigorda,Fernando Legario,2,1,0
Sáb,2022-02-19,13:15:00,Dep Municipal,1–0,Binacional,Ganó Local,Estadio Iván Elías Moreno,David Huaman,1,0,0
Sáb,2022-02-19,15:30:00,UTC,0–0,Atlético Grau,Empate,Estadio Héroes de San Ramón,Jordy Espinoza,0,0,1
Dom,2022-02-20,11:00:00,Cantolao,1–3,Alianza Atlético,Ganó Visitante,Estadio Miguel Grau del Callao,Pablo López,1,3,2
Dom,2022-02-20,13:15:00,U César Vallejo,2–1,Ayacucho,Ganó Local,Estadio Mansiche,Roberto Pérez,2,1,0
Dom,2022-02-20,15:30:00,Alianza Lima,3–1,Mannucci,Ganó Local,Estadio Alejandro Villanueva,Joel Alarcón,3,1,0
Sáb,2022-02-19,19:00:00,Sport Huancayo,3–0,Melgar,Ganó Local,Estadio Huancayo,Edwin Ordóñez,3,0,0
